Reaction Name,cost,Macromolecule ID,Macromolecule stoichiometry,EC number,turnover number
R_MLTGY1pp,361.0,b2701,1.0,not found,0
R_MLTGY1pp_duplicate_2,645.0,b4392,1.0,not found,0
R_MLTGY1pp_duplicate_3,518.0,b2558,1.0,not found,0
R_MLTGY1pp_duplicate_4,359.0,b2963,1.0,not found,0
R_MLTGY1pp_duplicate_5,365.0,b2813,1.0,not found,0
R_MLTGY1pp_duplicate_6,203.0,b1193,1.0,not found,0
R_MLTGY2pp,365.0,b2813,1.0,not found,0
R_MLTGY2pp_duplicate_2,359.0,b2963,1.0,not found,0
R_MLTGY2pp_duplicate_3,203.0,b1193,1.0,not found,0
R_MLTGY2pp_duplicate_4,518.0,b2558,1.0,not found,0
R_MLTGY2pp_duplicate_5,645.0,b4392,1.0,not found,0
R_MLTGY2pp_duplicate_6,361.0,b2701,1.0,not found,0
R_MLTGY3pp,365.0,b2813,1.0,not found,0
R_MLTGY3pp_duplicate_2,518.0,b2558,1.0,not found,0
R_MLTGY3pp_duplicate_3,203.0,b1193,1.0,not found,0
R_MLTGY3pp_duplicate_4,359.0,b2963,1.0,not found,0
R_MLTGY3pp_duplicate_5,645.0,b4392,1.0,not found,0
R_MLTGY3pp_duplicate_6,361.0,b2701,1.0,not found,0
R_MLTGY4pp,645.0,b4392,1.0,not found,0
R_MLTGY4pp_duplicate_2,359.0,b2963,1.0,not found,0
R_MLTGY4pp_duplicate_3,361.0,b2701,1.0,not found,0
R_MLTGY4pp_duplicate_4,203.0,b1193,1.0,not found,0
R_MLTGY4pp_duplicate_5,518.0,b2558,1.0,not found,0
R_MLTGY4pp_duplicate_6,365.0,b2813,1.0,not found,0
R_MLTP1,1596.0,b3417,2.0,2.4.1.1,2.678607705960832
R_MLTP2,1596.0,b3417,2.0,2.4.1.1,2.678607705960832
R_MLTP3,1596.0,b3417,2.0,2.4.1.1,2.678607705960832
R_MMCD,1566.0,b2919,6.0,4.1.1.9,0
R_MMETt2pp,467.0,b0260,1.0,not found,0
R_MMETtex,1131.0,b1377,3.0,not found,0
R_MMETtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_MMETtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_MMETtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_MMM,1430.0,b2917,2.0,not found,0
R_MN2t3pp,600.0,b3915,2.0,not found,0
R_MN2t3pp_duplicate_2,313.0,b0752,1.0,not found,0
R_MN2tpp,257.0,b3040,1.0,not found,0
R_MN6PP,544.0,b0822,2.0,not found,0
R_MNLptspp,85.0,b2415,1.0,not found,0
R_MNLtex,1131.0,b1377,3.0,not found,0
R_MNLtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_MNLtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_MNLtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_MNNH,395.0,b4322,1.0,4.2.1.8,0.5629646719752742
R_MNt2pp,412.0,b2392,1.0,not found,0
R_MNtex,1131.0,b1377,3.0,not found,0
R_MNtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_MNtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_MNtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_MOADSUx,810.0,b2530,2.0,not found,0
R_MOAT,425.0,b3633,1.0,2.4.99.,0.5629646719752742
R_MOAT2,425.0,b3633,1.0,2.4.99.,0.5629646719752742
R_MOAT3C,283.0,b3624,1.0,not found,0
R_MOBDabcpp,291.0,b2423,1.0,3.6.3.2,0
R_MOBDabcpp_duplicate_2,458.0,b0764,2.0,not found,0
R_MOBDabcpp_duplicate_3,277.0,b2424,1.0,not found,0
R_MOBDtex,1131.0,b1377,3.0,not found,0
R_MOBDtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_MOBDtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_MOBDtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_MOCDS,193.0,b2877,1.0,not found,0
R_MOCOS,824.0,b0827,2.0,not found,0
R_MOGDS,195.0,b3857,1.0,not found,0
R_MOGDS_duplicate_2,195.0,b3857,1.0,not found,0
R_MOHMT,2650.0,b0134,10.0,2.1.2.1,13.17
R_MPTAT,585.0,b0009,3.0,2.7.7.7,0.053682209619012475
R_MPTG,844.0,b0149,1.0,not found,0
R_MPTG_duplicate_2,850.0,b3396,1.0,not found,0
R_MPTG_duplicate_3,511.0,b1069,1.0,not found,0
R_MPTG2,844.0,b0149,1.0,not found,0
R_MPTG2_duplicate_2,850.0,b3396,1.0,not found,0
R_MPTG2_duplicate_3,511.0,b1069,1.0,not found,0
R_MPTS,162.0,b0784,2.0,not found,0
R_MPTSS,500.0,b0826,2.0,not found,0
R_MSAR,197.0,b1008,1.0,1.1.1.2,55.76482656011386
R_MSAR_duplicate_2,992.0,b1539,4.0,not found,0
R_MSO3abcpp,510.0,b0933,2.0,not found,0
R_MSO3tex,1131.0,b1377,3.0,not found,0
R_MSO3tex_duplicate_2,1053.0,b0241,3.0,not found,0
R_MSO3tex_duplicate_3,1086.0,b0929,3.0,not found,0
R_MSO3tex_duplicate_4,1101.0,b2215,3.0,not found,0
R_MTAN,464.0,b0159,2.0,3.2.2.9,0.28323377941443867
R_MTHFC,576.0,b0529,2.0,3.5.4.9,136.8457208068748
R_MTHFD,576.0,b0529,2.0,1.5.1.5,12.514649491351944
R_MTHFR2,1188.0,b3941,4.0,1.5.1.2,163.60381650621088
R_MTHTHFSs,311.79331848529,average_protein_Cytoplasm,1.0,not found,0
R_MTRPOX,373.0,b1059,1.0,1.5.3.2,0
R_N2Otex,1131.0,b1377,3.0,not found,0
R_N2Otex_duplicate_2,1053.0,b0241,3.0,not found,0
R_N2Otex_duplicate_3,1086.0,b0929,3.0,not found,0
R_N2Otex_duplicate_4,1101.0,b2215,3.0,not found,0
R_N2Otpp,311.79331848529,average_protein_Cytoplasm,1.0,not found,0
R_NACODA,772.0,b3957,2.0,not found,0
R_NACtex,1131.0,b1377,3.0,not found,0
R_NACtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_NACtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_NACtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_NADDP,518.0,b3996,2.0,3.6.1.9,105.9456534595897
R_NADDP_duplicate_2,672.0,b2411,1.0,not found,0
R_NADH10,435.0,b1109,1.0,not found,0
R_NADH16pp,221.0,b2287,1.0,1.6.5.3,0
R_NADH17pp,221.0,b2287,1.0,1.6.5.3,0
R_NADH18pp,221.0,b2287,1.0,1.6.5.3,0
R_NADH5,435.0,b1109,1.0,not found,0
R_NADH9,435.0,b1109,1.0,not found,0
R_NADK,1758.0,b2615,6.0,2.7.1.2,25.646061171419976
R_NADPHQR2,193.0,b3028,1.0,not found,0
R_NADPHQR3,193.0,b3028,1.0,not found,0
R_NADPHQR4,193.0,b3028,1.0,not found,0
R_NADS1,550.0,b1740,2.0,6.3.5.1,0
R_NADTRHD,3736.0,b3962,8.0,1.6.1.3,0.49715720095261745
R_NADTRHD_duplicate_2,462.0,b1602,1.0,not found,0
R_NAMNPP,400.0,b0931,1.0,6.3.4.2,3.003514976362785
R_NAt3_1p5pp,513.0,b1186,1.0,not found,0
R_NAt3_2pp,776.0,b0019,2.0,not found,0
R_NAt3pp,410.0,b0842,1.0,not found,0
R_NAt3pp_duplicate_2,366.0,b1216,1.0,not found,0
R_NAtex,1131.0,b1377,3.0,not found,0
R_NAtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_NAtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_NAtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_NDPK1,214.0,b0474,1.0,2.7.4.6,25.65
R_NDPK1_duplicate_2,576.0,b2518,4.0,not found,0
R_NDPK2,214.0,b0474,1.0,2.7.4.6,25.65
R_NDPK2_duplicate_2,576.0,b2518,4.0,not found,0
R_NDPK3,576.0,b2518,4.0,2.7.4.6,25.65
R_NDPK3_duplicate_2,214.0,b0474,1.0,not found,0
R_NDPK4,214.0,b0474,1.0,2.7.4.6,25.65
R_NDPK4_duplicate_2,576.0,b2518,4.0,not found,0
R_NDPK5,214.0,b0474,1.0,2.7.4.6,25.65
R_NDPK5_duplicate_2,576.0,b2518,4.0,not found,0
R_NDPK6,576.0,b2518,4.0,2.7.4.6,25.65
R_NDPK6_duplicate_2,214.0,b0474,1.0,not found,0
R_NDPK7,214.0,b0474,1.0,2.7.4.6,25.65
R_NDPK7_duplicate_2,576.0,b2518,4.0,not found,0
R_NDPK8,214.0,b0474,1.0,2.7.4.6,25.65
R_NDPK8_duplicate_2,576.0,b2518,4.0,not found,0
R_NH4tex,1131.0,b1377,3.0,not found,0
R_NH4tex_duplicate_2,1053.0,b0241,3.0,not found,0
R_NH4tex_duplicate_3,1086.0,b0929,3.0,not found,0
R_NH4tex_duplicate_4,1101.0,b2215,3.0,not found,0
R_NH4tpp,1284.0,b0451,3.0,not found,0
R_NH4tpp_duplicate_2,311.79331848529,average_protein_Cytoplasm,1.0,not found,0
R_NHFRBO,1932.0,b2710,4.0,1.7.1.1,0
R_NI2abcpp,732.0,b3469,1.0,3.6.3.2,0
R_NI2t3pp,600.0,b3915,2.0,not found,0
R_NI2t3pp_duplicate_2,313.0,b0752,1.0,not found,0
R_NI2tex,1131.0,b1377,3.0,not found,0
R_NI2tex_duplicate_2,1053.0,b0241,3.0,not found,0
R_NI2tex_duplicate_3,1086.0,b0929,3.0,not found,0
R_NI2tex_duplicate_4,1101.0,b2215,3.0,not found,0
R_NI2tpp,1580.0,b3816,5.0,not found,0
R_NI2uabcpp,254.0,b3479,1.0,3.6.3.2,0
R_NI2uabcpp_duplicate_2,898.0,b4242,1.0,not found,0
R_NMNAT,1640.0,b4390,4.0,2.7.7.1,5.144523653219183
R_NMNAT_duplicate_2,213.0,b0639,1.0,not found,0
R_NMNPtpp,239.0,b0751,1.0,not found,0
R_NMNtex,1131.0,b1377,3.0,not found,0
R_NMNtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_NMNtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_NMNtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_NNAM,213.0,b1768,1.0,3.5.1.1,36.800000000000004
R_NNATr,213.0,b0639,1.0,2.7.7.1,5.144523653219183
R_NNDMBRT,718.0,b1991,2.0,2.4.2.2,55.56077753235638
R_NNDPR,594.0,b0109,2.0,2.4.2.1,20.647853234836653
R_NO2t2rpp,268.0,b3367,1.0,not found,0
R_NO2t2rpp_duplicate_2,463.0,b1223,1.0,not found,0
R_NO2tex,1131.0,b1377,3.0,not found,0
R_NO2tex_duplicate_2,1053.0,b0241,3.0,not found,0
R_NO2tex_duplicate_3,1086.0,b0929,3.0,not found,0
R_NO2tex_duplicate_4,1101.0,b2215,3.0,not found,0
R_NO3R1bpp,231.0,b2205,1.0,not found,0
R_NO3R1pp,518.0,b1467,1.0,not found,0
R_NO3R1pp_duplicate_2,236.0,b1226,1.0,not found,0
R_NO3R2bpp,830.0,b2206,1.0,1.7.99.,20.647853234836653
R_NO3R2pp,518.0,b1467,1.0,not found,0
R_NO3R2pp_duplicate_2,236.0,b1226,1.0,not found,0
R_NO3t7pp,463.0,b1223,1.0,not found,0
R_NO3t7pp_duplicate_2,462.0,b1469,1.0,not found,0
R_NO3tex,1086.0,b0929,3.0,not found,0
R_NO3tex_duplicate_2,1131.0,b1377,3.0,not found,0
R_NO3tex_duplicate_3,1053.0,b0241,3.0,not found,0
R_NO3tex_duplicate_4,1101.0,b2215,3.0,not found,0
R_NODOx,398.0,b2552,1.0,1.14.12,20.647853234836653
R_NODOy,398.0,b2552,1.0,1.14.12,20.647853234836653
R_NOVBCNtex,311.79331848529,average_protein_Cytoplasm,1.0,not found,0
R_NOVBCNtpp,3147.0,b0462,3.0,not found,0
R_NOVBCNtpp_duplicate_2,1037.0,b2470,1.0,not found,0
R_NOtex,1131.0,b1377,3.0,not found,0
R_NOtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_NOtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_NOtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_NOtpp,311.79331848529,average_protein_Cytoplasm,1.0,not found,0
R_NTD1,254.0,b2744,1.0,3.1.3.8,2194.9442182001108
R_NTD1_duplicate_2,400.0,b2291,2.0,not found,0
R_NTD1_duplicate_3,226.0,b4374,1.0,not found,0
R_NTD10,254.0,b2744,1.0,3.1.3.5,0.2540242440863045
R_NTD10pp,552.0,b0480,1.0,3.1.3.5,0.2540242440863045
R_NTD10pp_duplicate_2,952.0,b4055,4.0,not found,0
R_NTD11,254.0,b2744,1.0,3.1.3.9,0
R_NTD11pp,552.0,b0480,1.0,3.1.3.9,0
R_NTD11pp_duplicate_2,952.0,b4055,4.0,not found,0
R_NTD12,400.0,b2291,2.0,not found,0
R_NTD12_duplicate_2,254.0,b2744,1.0,not found,0
R_NTD12pp,552.0,b0480,1.0,not found,0
R_NTD12pp_duplicate_2,952.0,b4055,4.0,not found,0
R_NTD1pp,552.0,b0480,1.0,3.1.3.8,2194.9442182001108
R_NTD1pp_duplicate_2,952.0,b4055,4.0,not found,0
R_NTD2,254.0,b2744,1.0,3.1.3.5,0.2540242440863045
R_NTD2_duplicate_2,226.0,b4374,1.0,not found,0
R_NTD2pp,552.0,b0480,1.0,3.1.3.5,0.2540242440863045
R_NTD2pp_duplicate_2,952.0,b4055,4.0,not found,0
R_NTD3,254.0,b2744,1.0,3.1.3.8,2194.9442182001108
R_NTD3_duplicate_2,400.0,b2291,2.0,not found,0
R_NTD3pp,552.0,b0480,1.0,3.1.3.8,2194.9442182001108
R_NTD3pp_duplicate_2,952.0,b4055,4.0,not found,0
R_NTD4,254.0,b2744,1.0,3.1.3.9,0
R_NTD4pp,552.0,b0480,1.0,3.1.3.9,0
R_NTD4pp_duplicate_2,952.0,b4055,4.0,not found,0
R_NTD5,254.0,b2744,1.0,3.1.3.8,2194.9442182001108
R_NTD5_duplicate_2,400.0,b2291,2.0,not found,0
R_NTD5_duplicate_3,226.0,b4374,1.0,not found,0
R_NTD5pp,552.0,b0480,1.0,3.1.3.8,2194.9442182001108
R_NTD5pp_duplicate_2,952.0,b4055,4.0,not found,0
R_NTD6,400.0,b2291,2.0,3.1.3.8,2194.9442182001108
R_NTD6_duplicate_2,254.0,b2744,1.0,not found,0
R_NTD6pp,552.0,b0480,1.0,3.1.3.8,2194.9442182001108
R_NTD6pp_duplicate_2,952.0,b4055,4.0,not found,0
R_NTD7,254.0,b2744,1.0,3.1.3.5,0.2540242440863045
R_NTD7pp,552.0,b0480,1.0,3.1.3.5,0.2540242440863045
R_NTD7pp_duplicate_2,952.0,b4055,4.0,not found,0
R_NTD8,400.0,b2291,2.0,3.1.3.8,2194.9442182001108
R_NTD8_duplicate_2,254.0,b2744,1.0,not found,0
R_NTD8pp,552.0,b0480,1.0,3.1.3.8,2194.9442182001108
R_NTD8pp_duplicate_2,952.0,b4055,4.0,not found,0
R_NTD9,254.0,b2744,1.0,3.1.3.5,0.2540242440863045
R_NTD9pp,552.0,b0480,1.0,3.1.3.5,0.2540242440863045
R_NTD9pp_duplicate_2,952.0,b4055,4.0,not found,0
R_NTP1,556.0,b0650,1.0,3.6.4.9,0
R_NTP1_duplicate_2,351.0,b4161,1.0,not found,0
R_NTP10,351.0,b4161,1.0,3.6.1.5,0
R_NTP10_duplicate_2,342.0,b4394,2.0,not found,0
R_NTP11,342.0,b4394,2.0,not found,0
R_NTP12,342.0,b4394,2.0,3.6.1.-,0
R_NTP3,351.0,b4161,1.0,3.6.5.6,0.012140840168620952
R_NTP3pp,432.0,b0980,1.0,3.6.5.6,0.012140840168620952
R_NTP5,351.0,b4161,1.0,3.6.1.5,0
R_NTPP1,130.0,b0099,1.0,3.6.1.9,105.9456534595897
R_NTPP1_duplicate_2,528.0,b2781,2.0,not found,0
R_NTPP10,396.0,b2954,2.0,3.6.1.6,0
R_NTPP11,396.0,b2954,2.0,3.6.1.6,0
R_NTPP2,130.0,b0099,1.0,3.6.1.9,105.9456534595897
R_NTPP2_duplicate_2,528.0,b2781,2.0,not found,0
R_NTPP3,142.0,b2251,1.0,3.6.1.9,105.9456534595897
R_NTPP3_duplicate_2,528.0,b2781,2.0,not found,0
R_NTPP3_duplicate_3,136.0,b1759,1.0,not found,0
R_NTPP4,136.0,b1759,1.0,3.6.1.9,105.9456534595897
R_NTPP4_duplicate_2,528.0,b2781,2.0,not found,0
R_NTPP5,528.0,b2781,2.0,3.6.1.9,105.9456534595897
R_NTPP5_duplicate_2,151.0,b1865,1.0,not found,0
R_NTPP6,528.0,b2781,2.0,3.6.1.9,105.9456534595897
R_NTPP7,528.0,b2781,2.0,3.6.1.9,105.9456534595897
R_NTPP7_duplicate_2,142.0,b2251,1.0,not found,0
R_NTPP8,528.0,b2781,2.0,3.6.1.9,105.9456534595897
R_NTPP9,396.0,b2954,2.0,3.6.1.9,105.9456534595897
R_NTPTP1,2024.0,b0160,4.0,3.1.5.1,3999.9999999999995
R_NTPTP2,2024.0,b0160,4.0,not found,0
R_NTRIR2x,1700.0,b3365,2.0,1.7.1.4,129.99999999999997
R_NTRIR3pp,223.0,b4072,1.0,not found,0
R_NTRIR4pp,223.0,b4072,1.0,not found,0
R_O16A4COLIPAabctex,366.0,b4261,1.0,not found,0
R_O16A4Lpp,419.0,b3622,1.0,not found,0
R_O16AP1pp,388.0,b2035,1.0,not found,0
R_O16AP2pp,388.0,b2035,1.0,not found,0
R_O16AP3pp,388.0,b2035,1.0,not found,0
R_O16AT,196.0,b2033,1.0,not found,0
R_O16AUNDtpp,415.0,b2037,1.0,not found,0
R_O16GALFT,330.0,b2034,1.0,not found,0
R_O16GLCT1,372.0,b2032,1.0,not found,0
R_O2Stex,1053.0,b0241,3.0,not found,0
R_O2Stex_duplicate_2,1131.0,b1377,3.0,not found,0
R_O2Stex_duplicate_3,1101.0,b2215,3.0,not found,0
R_O2Stex_duplicate_4,1086.0,b0929,3.0,not found,0
R_O2tex,1131.0,b1377,3.0,not found,0
R_O2tex_duplicate_2,1053.0,b0241,3.0,not found,0
R_O2tex_duplicate_3,1086.0,b0929,3.0,not found,0
R_O2tex_duplicate_4,1101.0,b2215,3.0,not found,0
R_O2tpp,311.79331848529,average_protein_Cytoplasm,1.0,not found,0
R_OAADC,639.0,b1850,3.0,4.1.1.3,0
R_OBTFL,247.0,b0902,1.0,2.3.1.5,30.243138325488616
R_OBTFL_duplicate_2,1520.0,b0903,2.0,not found,0
R_OBTFL_duplicate_3,247.0,b0902,1.0,not found,0
R_OCBT,1002.0,b4254,3.0,2.1.3.3,187.00000000000003
R_OCBT_duplicate_2,1002.0,b0273,3.0,not found,0
R_OCDCAtexi,892.0,b2344,2.0,not found,0
R_OCDCEAtexi,892.0,b2344,2.0,not found,0
R_OCTAtex,1131.0,b1377,3.0,not found,0
R_OCTAtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_OCTAtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_OCTAtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_OCTDPS,326.0,b3187,1.0,2.5.1.9,0.026999999999999996
R_OCTNLL,338.0,b4386,1.0,not found,0
R_OGMEACPD,906.0,b0180,6.0,4.2.1.5,0
R_OGMEACPR,976.0,b1093,4.0,not found,0
R_OGMEACPS,634.0,b1091,2.0,not found,0
R_OHPBAT,726.0,b0907,2.0,2.6.1.5,30.412071827784636
R_OHPHM,480.0,b2232,2.0,2.1.1.2,0
R_OMBZLM,251.0,b3833,1.0,not found,0
R_OMCDC,311.79331848529,average_protein_Cytoplasm,1.0,1.1.1.8,77.56287771866124
R_OMMBLHX,392.0,b0662,1.0,not found,0
R_OMPDC,490.0,b1281,2.0,4.1.1.2,0
R_OMPHHX,393.0,b2907,1.0,not found,0
R_OP4ENH,270.0,b0350,1.0,4.2.1.8,0.5629646719752742
R_OPHBDC,2988.0,b3843,6.0,4.1.1.9,0
R_OPHHX,546.0,b3835,1.0,not found,0
R_OPMEACPD,906.0,b0180,6.0,4.2.1.5,0
R_OPMEACPR,976.0,b1093,4.0,not found,0
R_OPMEACPS,812.0,b2323,2.0,not found,0
R_ORNDC,712.0,b2965,1.0,4.1.1.1,0
R_ORNDC_duplicate_2,733.0,b0693,1.0,not found,0
R_ORNabcpp,514.0,b2306,2.0,3.6.3.2,0
R_ORNtex,1131.0,b1377,3.0,not found,0
R_ORNtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_ORNtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_ORNtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_OROTt2_2pp,428.0,b3528,1.0,not found,0
R_OROTtex,1086.0,b0929,3.0,not found,0
R_OROTtex_duplicate_2,1101.0,b2215,3.0,not found,0
R_OROTtex_duplicate_3,1131.0,b1377,3.0,not found,0
R_OROTtex_duplicate_4,1053.0,b0241,3.0,not found,0
R_ORPT,428.0,b3642,2.0,2.4.2.1,20.647853234836653
R_OXCDC,2264.0,b2373,4.0,4.1.1.8,60.699999999999996
R_OXCOAHDH,681.0,b1387,1.0,not found,0
R_OXDHCOAT,262.0,b1394,1.0,2.3.1.2,0
R_P5CD,2642.0,b1014,2.0,1.5.1.1,0
R_P5CR,269.0,b0386,1.0,1.5.1.2,163.60381650621088
R_PA120abcpp,1164.0,b0914,2.0,not found,0
R_PA140abcpp,1164.0,b0914,2.0,not found,0
R_PA141abcpp,1164.0,b0914,2.0,not found,0
R_PA160abcpp,1164.0,b0914,2.0,not found,0
R_PA161abcpp,1164.0,b0914,2.0,not found,0
R_PA180abcpp,1164.0,b0914,2.0,not found,0
R_PA181abcpp,1164.0,b0914,2.0,not found,0
R_PACALDtex,1131.0,b1377,3.0,not found,0
R_PACALDtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_PACALDtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_PACALDtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_PACCOAE,165.0,b1391,1.0,not found,0
R_PACCOAL,437.0,b1398,1.0,6.2.1.3,0.010429525258951014
R_PANTS,566.0,b0133,2.0,6.3.2.1,1.4
R_PAPA120,254.0,b1278,1.0,not found,0
R_PAPA120pp,254.0,b1278,1.0,not found,0
R_PAPA140,254.0,b1278,1.0,not found,0
R_PAPA140pp,254.0,b1278,1.0,not found,0
R_PAPA141,254.0,b1278,1.0,not found,0
R_PAPA141pp,254.0,b1278,1.0,not found,0
R_PAPA160,254.0,b1278,1.0,3.1.3.4,210.35683967962632
R_PAPA160pp,254.0,b1278,1.0,3.1.3.4,210.35683967962632
R_PAPA161,254.0,b1278,1.0,not found,0
R_PAPA161pp,254.0,b1278,1.0,not found,0
R_PAPA180,254.0,b1278,1.0,not found,0
R_PAPA180pp,254.0,b1278,1.0,not found,0
R_PAPA181,254.0,b1278,1.0,not found,0
R_PAPA181pp,254.0,b1278,1.0,not found,0
R_PAPPT3,361.0,b0087,1.0,2.7.8.1,0
R_PAPSR,488.0,b2762,2.0,1.8.4.8,1.8647232401446976
R_PAPSR_duplicate_2,488.0,b2762,2.0,not found,0
R_PAPSR2,488.0,b2762,2.0,1.8.4.8,1.8647232401446976
R_PAPSR2_duplicate_2,488.0,b2762,2.0,not found,0
R_PAPSR2_duplicate_3,488.0,b2762,2.0,not found,0
R_PAPSR2_duplicate_4,488.0,b2762,2.0,not found,0
R_PDE1,1602.0,b1489,2.0,3.1.4.5,0
R_PDE4,1602.0,b1489,2.0,3.1.4.3,0
R_PDH,15192.0,b0115,24.0,2.3.1.1,0.4142463035441596
R_PDX5POi,438.0,b1638,2.0,1.4.3.5,0.08870068517468402
R_PDX5PS,660.0,b0052,2.0,not found,0
R_PDXPP,273.0,b0766,1.0,3.1.3.7,2.7865542465237088
R_PE120abcpp,1164.0,b0914,2.0,not found,0
R_PE140abcpp,1164.0,b0914,2.0,not found,0
R_PE141abcpp,1164.0,b0914,2.0,not found,0
R_PE160abcpp,1164.0,b0914,2.0,not found,0
R_PE161abcpp,1164.0,b0914,2.0,not found,0
R_PE180abcpp,1164.0,b0914,2.0,not found,0
R_PE181abcpp,1164.0,b0914,2.0,not found,0
R_PEAMNOpp,1524.0,b1386,2.0,1.4.3.6,0
R_PEAMNtex,1131.0,b1377,3.0,not found,0
R_PEAMNtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_PEAMNtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_PEAMNtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_PERD,756.0,b2320,2.0,1.1.1.2,55.76482656011386
R_PETNT161pp,564.0,b3546,1.0,not found,0
R_PETNT181pp,564.0,b3546,1.0,not found,0
R_PFK,1284.0,b3916,4.0,2.7.1.1,0
R_PFK_duplicate_2,620.0,b1723,2.0,not found,0
R_PFK_2,1284.0,b3916,4.0,2.7.1.5,41.336248773213136
R_PFK_3,1284.0,b3916,4.0,2.7.1.1,0
R_PFL,765.0,b3951,1.0,2.3.1.5,30.243138325488616
R_PFL_duplicate_2,247.0,b0902,1.0,not found,0
R_PFL_duplicate_3,247.0,b0902,1.0,not found,0
R_PFL_duplicate_4,1520.0,b0903,2.0,not found,0
R_PG120abcpp,1164.0,b0914,2.0,not found,0
R_PG140abcpp,1164.0,b0914,2.0,not found,0
R_PG141abcpp,1164.0,b0914,2.0,not found,0
R_PG160abcpp,1164.0,b0914,2.0,not found,0
R_PG161abcpp,1164.0,b0914,2.0,not found,0
R_PG180abcpp,1164.0,b0914,2.0,not found,0
R_PG181abcpp,1164.0,b0914,2.0,not found,0
R_PGAMT,446.0,b3176,1.0,5.4.2.1,0
R_PGCD,1640.0,b2913,4.0,1.1.1.9,0
R_PGI,1098.0,b4025,2.0,5.3.1.9,57.04885430883629
R_PGK,387.0,b2926,1.0,2.7.2.3,19.314831373062106
R_PGL,331.0,b0767,1.0,3.1.1.3,0
R_PGLYCP,254.0,b3385,1.0,3.1.3.1,113.60000000000002
R_PGM,215.0,b4395,1.0,5.4.2.1,0
R_PGM_duplicate_2,516.0,b3612,1.0,not found,0
R_PGM_duplicate_3,500.0,b0755,2.0,not found,0
R_PGMT,189.0,b2690,1.0,5.4.2.8,2.4349903474543737
R_PGMT_duplicate_2,547.0,b0688,1.0,not found,0
R_PGP120abcpp,1164.0,b0914,2.0,not found,0
R_PGP140abcpp,1164.0,b0914,2.0,not found,0
R_PGP141abcpp,1164.0,b0914,2.0,not found,0
R_PGP160abcpp,1164.0,b0914,2.0,not found,0
R_PGP161abcpp,1164.0,b0914,2.0,not found,0
R_PGP180abcpp,1164.0,b0914,2.0,not found,0
R_PGP181abcpp,1164.0,b0914,2.0,not found,0
R_PGPP120,254.0,b1278,1.0,3.1.3.2,66.68907528600917
R_PGPP120_duplicate_2,173.0,b0418,1.0,not found,0
R_PGPP120pp,173.0,b0418,1.0,3.1.3.2,66.68907528600917
R_PGPP120pp_duplicate_2,254.0,b1278,1.0,not found,0
R_PGPP140,254.0,b1278,1.0,not found,0
R_PGPP140_duplicate_2,173.0,b0418,1.0,not found,0
R_PGPP140pp,173.0,b0418,1.0,not found,0
R_PGPP140pp_duplicate_2,254.0,b1278,1.0,not found,0
R_PGPP141,254.0,b1278,1.0,not found,0
R_PGPP141_duplicate_2,173.0,b0418,1.0,not found,0
R_PGPP141pp,173.0,b0418,1.0,not found,0
R_PGPP141pp_duplicate_2,254.0,b1278,1.0,not found,0
R_PGPP160,173.0,b0418,1.0,3.1.3.2,66.68907528600917
R_PGPP160_duplicate_2,254.0,b1278,1.0,not found,0
R_PGPP160pp,173.0,b0418,1.0,3.1.3.2,66.68907528600917
R_PGPP160pp_duplicate_2,254.0,b1278,1.0,not found,0
R_PGPP161,254.0,b1278,1.0,3.1.3.2,66.68907528600917
